tiempo_espera,abierta,mes,fin_de_semana,temperatura,humedad,sensacion_termica,codigo_clima,hora_num,zona_DC Super Heroes World,zona_Movie World Studios,zona_Old West Territory,dia_semana_Miércoles,dia_semana_Sábado,dia_semana_Thursday,dia_semana_Viernes,temporada_baja
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
15,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
20,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
20,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
15,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,True,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,True,False,False,False,True,False,False
20,1,10,0,17.2,71,16.5,2,16,False,False,True,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,True,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
999,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
15,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
15,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,True,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,True,False,False,False,True,False,False
30,1,10,0,17.2,71,16.5,2,16,False,False,True,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,True,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
20,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
20,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
15,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
15,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
10,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,True,False,False,False,True,False,False
20,1,10,0,17.2,71,16.5,2,16,False,False,True,False,False,True,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,True,False,False,True,False,False
5,1,10,0,17.2,72,16.6,2,17,False,False,False,False,False,True,False,False
5,1,10,0,17.2,72,16.6,2,17,False,False,False,False,False,True,False,False
20,1,10,0,17.2,72,16.6,2,17,False,False,False,False,False,True,False,False
10,1,10,0,17.2,72,16.6,2,17,False,False,False,False,False,True,False,False
5,1,10,0,17.2,72,16.6,2,17,False,False,False,False,False,True,False,False
5,1,10,0,17.2,72,16.6,2,17,False,False,False,False,False,True,False,False
10,1,10,0,17.2,72,16.6,2,17,False,False,False,False,False,True,False,False
15,1,10,0,17.2,72,16.6,2,17,True,False,False,False,False,True,False,False
20,1,10,0,17.2,72,16.6,2,17,True,False,False,False,False,True,False,False
5,1,10,0,17.2,72,16.6,2,17,True,False,False,False,False,True,False,False
15,1,10,0,17.2,72,16.6,2,17,True,False,False,False,False,True,False,False
25,1,10,0,17.2,72,16.6,2,17,True,False,False,False,False,True,False,False
10,1,10,0,17.2,72,16.6,2,17,True,False,False,False,False,True,False,False
5,1,10,0,17.2,72,16.6,2,17,False,True,False,False,False,True,False,False
5,1,10,0,17.2,72,16.6,2,17,False,True,False,False,False,True,False,False
20,1,10,0,17.2,72,16.6,2,17,False,False,True,False,False,True,False,False
5,1,10,0,17.2,72,16.6,2,17,False,False,True,False,False,True,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
10,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
15,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,True,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,True,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,True,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
15,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
10,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
25,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,True,False,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,True,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,True,False,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,True,False,False,False,False,False
5,1,10,0,19.1,64,18.8,3,11,False,False,True,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
15,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
10,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
10,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,True,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,True,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
15,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
10,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,True,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,True,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
10,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,True,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,True,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
10,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,True,False,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,True,False,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,True,False,False,False,False,False
5,1,10,0,21.1,56,20.8,2,12,False,False,True,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,True,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,True,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
10,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,True,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,True,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
10,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,True,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,True,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,True,False,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,True,False,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,True,False,False,False,False,False
5,1,10,0,22.5,50,22.4,3,13,False,False,True,False,False,False,False,False
5,1,10,0,23.7,45,23.6,3,14,False,False,False,False,False,False,False,False
5,1,10,0,23.7,45,23.6,3,14,False,False,False,False,False,False,False,False
5,1,10,0,23.7,45,23.6,3,14,False,False,False,False,False,False,False,False
5,1,10,0,23.7,45,23.6,3,14,False,False,False,False,False,False,False,False
5,1,10,0,23.7,45,23.6,3,14,False,False,False,False,False,False,False,False
5,1,10,0,23.7,45,23.6,3,14,True,False,False,False,False,False,False,False
