tiempo_espera,abierta,mes,fin_de_semana,temperatura,humedad,sensacion_termica,codigo_clima,hora_num,zona_DC Super Heroes World,zona_Movie World Studios,zona_Old West Territory,dia_semana_Miércoles,dia_semana_Sábado,dia_semana_Thursday,dia_semana_Viernes,temporada_baja
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
10,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
10,1,10,0,20.2,61,18.3,1,12,False,False,True,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,True,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
10,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
15,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
10,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,True,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,True,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
10,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
10,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,True,False,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,True,False,True,False,False,False,False
5,1,10,0,20.2,61,18.3,1,12,False,False,True,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
10,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
15,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,True,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,True,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
10,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,True,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,True,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
10,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,True,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,True,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
10,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,True,False,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,True,False,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,True,True,False,False,False,False
5,1,10,0,20.9,58,19.3,1,13,False,False,True,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,True,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,True,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,True,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,True,False,False,True,False,False,False,False
10,1,10,0,21.7,51,19.2,2,14,True,False,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,True,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,True,False,True,False,False,False,False
10,1,10,0,21.7,51,19.2,2,14,False,True,False,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,False,True,True,False,False,False,False
5,1,10,0,21.7,51,19.2,2,14,False,False,True,True,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
15,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
20,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
20,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
15,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,True,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,True,False,False,False,False,False,False
20,1,10,0,17.3,68,16.1,2,15,False,False,True,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,True,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
999,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
15,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
15,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,True,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,True,False,False,False,False,False,False
30,1,10,0,17.3,68,16.1,2,15,False,False,True,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,True,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
20,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,False,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
20,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
15,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
15,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
10,1,10,0,17.3,68,16.1,2,15,True,False,False,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,True,False,False,False,False,False,False
20,1,10,0,17.3,68,16.1,2,15,False,False,True,False,False,False,False,False
5,1,10,0,17.3,68,16.1,2,15,False,False,True,False,False,False,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,False,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,False,False,False
20,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,False,False,False
10,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,False,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,False,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,False,False,False
10,1,10,0,17.2,71,16.5,2,16,False,False,False,False,False,False,False,False
15,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,False,False,False
20,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,False,False,False
5,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,False,False,False
15,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,False,False,False
25,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,False,False,False
10,1,10,0,17.2,71,16.5,2,16,True,False,False,False,False,False,False,False
5,1,10,0,17.2,71,16.5,2,16,False,True,False,False,False,False,False,False
5,1,10,0,17.2,71,16.5,2,16,False,True,False,False,False,False,False,False
20,1,10,0,17.2,71,16.5,2,16,False,False,True,False,False,False,False,False
5,1,10,0,17.2,71,16.5,2,16,False,False,True,False,False,False,False,False
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,True,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,True,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,True,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,True,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,True,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,True,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
30,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,False,False,True,False,False,True
40,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,True,False,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,True,False,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,True,False,True,False,False,True
5,1,11,1,12.0,59,9.0,1,11,False,False,True,False,True,False,False,True
